model,sequence_id,program_bits,complexity_level,h_model_bits_per_sym,h_ctw_D4,h_ctw_D8,h_ctw_D12,h_ctw_best,sg_D4,sg_D8,sg_D12,sg_primary,sg_min
Qwen/Qwen2.5-3B,L2_0048,40,2,1.075564,0.7169784690855928,0.7170036919311591,0.7170049254882084,0.7170049254882084,0.35858553091440715,0.35856030806884087,0.3585590745117916,0.35856030806884087,0.3585590745117916
Qwen/Qwen2.5-3B,L2_0049,40,2,1.408228,0.6901517566312151,0.6901662536736936,0.6901672188591885,0.6901672188591885,0.718076243368785,0.7180617463263065,0.7180607811408115,0.7180617463263065,0.7180607811408115
Qwen/Qwen2.5-3B,L2_0050,40,2,0.673456,0.5934178368458543,0.5720078770957445,0.5720088503549104,0.5934178368458543,0.0800381631541458,0.10144812290425553,0.10144714964508961,0.10144812290425553,0.0800381631541458
Qwen/Qwen2.5-3B,L2_0051,40,2,1.133677,0.6457293177457634,0.645177631570091,0.6451788947316007,0.6457293177457634,0.4879476822542367,0.48849936842990904,0.4884981052683993,0.48849936842990904,0.4879476822542367
Qwen/Qwen2.5-3B,L2_0052,40,2,1.003674,0.7669781085258172,0.7670018540892981,0.76700322313199,0.76700322313199,0.2366958914741828,0.23667214591070185,0.23667077686800997,0.23667214591070185,0.23667077686800997
Qwen/Qwen2.5-3B,L2_0053,40,2,1.047214,0.7503466321063051,0.7385771566253684,0.7385789768861819,0.7503466321063051,0.29686736789369494,0.3086368433746317,0.3086350231138182,0.3086368433746317,0.29686736789369494
Qwen/Qwen2.5-3B,L2_0054,40,2,0.219785,0.0227797168953246,0.02278218061344422,0.02278234510369005,0.02278234510369005,0.1970052831046754,0.19700281938655578,0.19700265489630997,0.19700281938655578,0.19700265489630997
Qwen/Qwen2.5-3B,L2_0055,40,2,0.274837,0.03817911784785252,0.03818173639088817,0.03818191155686369,0.03818191155686369,0.23665788215214748,0.23665526360911182,0.23665508844313632,0.23665526360911182,0.23665508844313632
Qwen/Qwen2.5-3B,L2_0056,40,2,0.907252,0.047860337657995494,0.04768638553118616,0.04768658560639934,0.047860337657995494,0.8593916623420045,0.8595656144688137,0.8595654143936006,0.8595656144688137,0.8593916623420045
Qwen/Qwen2.5-3B,L2_0057,40,2,0.877299,0.02016478917779271,0.020167208691376406,0.020167370131106116,0.020167370131106116,0.8571342108222073,0.8571317913086236,0.8571316298688939,0.8571317913086236,0.8571316298688939
Qwen/Qwen2.5-3B,L2_0058,40,2,1.098765,0.7007588271501252,0.6958106342616317,0.6958122776108674,0.7007588271501252,0.39800617284987483,0.4029543657383683,0.4029527223891326,0.4029543657383683,0.39800617284987483
Qwen/Qwen2.5-3B,L2_0059,40,2,1.167523,0.6012453783307544,0.6012637599984361,0.6012649866641175,0.6012649866641175,0.5662776216692457,0.566259240001564,0.5662580133358825,0.566259240001564,0.5662580133358825
Qwen/Qwen2.5-3B,L2_0060,40,2,1.104455,0.5934178368458543,0.5720078770957445,0.5720088503549104,0.5934178368458543,0.5110371631541457,0.5324471229042554,0.5324461496450895,0.5324471229042554,0.5110371631541457
Qwen/Qwen2.5-3B,L2_0061,40,2,1.090829,0.6440737944717708,0.6381252686130855,0.6381267218296544,0.6440737944717708,0.4467552055282292,0.45270373138691455,0.4527022781703457,0.45270373138691455,0.4467552055282292
Qwen/Qwen2.5-3B,L2_0062,40,2,1.197169,0.4285088015909607,0.42851507534011984,0.4285154936105082,0.4285154936105082,0.7686601984090392,0.76865392465988,0.7686535063894917,0.76865392465988,0.7686535063894917
Qwen/Qwen2.5-3B,L2_0063,40,2,1.110543,0.81033384318035,0.7979698134681048,0.7979726372849839,0.81033384318035,0.3002091568196501,0.31257318653189525,0.31257036271501615,0.31257318653189525,0.3002091568196501
Qwen/Qwen2.5-3B,L2_0064,40,2,1.080387,0.8458249099529728,0.8458578687551506,0.8458598458766795,0.8458598458766795,0.23456209004702722,0.23452913124484942,0.23452715412332048,0.23452913124484942,0.23452715412332048
Qwen/Qwen2.5-3B,L2_0065,40,2,1.290734,0.804693621435324,0.8047229966595377,0.8047251297248081,0.8047251297248081,0.4860403785646761,0.4860110033404623,0.4860088702751919,0.4860110033404623,0.4860088702751919
Qwen/Qwen2.5-3B,L2_0066,40,2,1.247668,0.7191765563115589,0.7192017692184156,0.7192030441610077,0.7192030441610077,0.5284914436884411,0.5284662307815844,0.5284649558389923,0.5284662307815844,0.5284649558389923
Qwen/Qwen2.5-3B,L2_0067,40,2,0.968988,0.7844559042339541,0.7844911654173292,0.7844931992890187,0.7844931992890187,0.1845320957660459,0.18449683458267074,0.18449480071098123,0.18449683458267074,0.18449480071098123
Qwen/Qwen2.5-3B,L2_0068,40,2,0.700238,0.5706099937969998,0.5504165028390008,0.5504182209455603,0.5706099937969998,0.1296280062030002,0.14982149716099924,0.14981977905443977,0.14982149716099924,0.1296280062030002
Qwen/Qwen2.5-3B,L2_0069,40,2,1.111404,0.7417636579420603,0.7370753534412922,0.737138658668818,0.7417636579420603,0.3696403420579397,0.3743286465587079,0.37426534133118206,0.3743286465587079,0.3696403420579397
Qwen/Qwen2.5-3B,L2_0070,40,2,1.225208,0.8286338876387624,0.8246597944213896,0.8246621709417385,0.8286338876387624,0.39657411236123763,0.4005482055786105,0.4005458290582615,0.4005482055786105,0.39657411236123763
Qwen/Qwen2.5-3B,L2_0071,40,2,0.993333,0.7150991357536843,0.7151301189744014,0.715131505698744,0.715131505698744,0.2782338642463157,0.27820288102559865,0.27820149430125607,0.27820288102559865,0.27820149430125607
Qwen/Qwen2.5-3B,L2_0072,40,2,0.711462,0.5852455526184741,0.5852607665718094,0.5852616220373738,0.5852616220373738,0.12621644738152593,0.12620123342819067,0.1262003779626263,0.12620123342819067,0.1262003779626263
Qwen/Qwen2.5-3B,L2_0073,40,2,1.326348,0.7214623137864341,0.721480080061645,0.7214814647073655,0.7214814647073655,0.604885686213566,0.6048679199383551,0.6048665352926346,0.6048679199383551,0.6048665352926346
Qwen/Qwen2.5-3B,L2_0074,40,2,1.028402,0.7065867932035174,0.6945000458081109,0.6945024475777626,0.7065867932035174,0.3218152067964827,0.33390195419188917,0.33389955242223746,0.33390195419188917,0.3218152067964827
Qwen/Qwen2.5-3B,L3_0000,50,3,1.070445,0.4301158429697358,0.4301221116172796,0.43012252954670394,0.43012252954670394,0.6403291570302643,0.6403228883827206,0.6403224704532962,0.6403228883827206,0.6403224704532962
Qwen/Qwen2.5-3B,L3_0001,50,3,1.010079,0.5706099937969998,0.5504165028390008,0.5504182209455603,0.5706099937969998,0.4394690062030001,0.45966249716099916,0.4596607790544397,0.45966249716099916,0.4394690062030001
Qwen/Qwen2.5-3B,L3_0002,50,3,0.935603,0.04474327188361636,0.044745993587598586,0.04474617590097263,0.04474617590097263,0.8908597281163836,0.8908570064124014,0.8908568240990273,0.8908570064124014,0.8908568240990273
Qwen/Qwen2.5-3B,L3_0003,50,3,0.958234,0.6026450903142165,0.6026584599601545,0.6026593544134076,0.6026593544134076,0.3555889096857835,0.3555755400398455,0.35557464558659246,0.3555755400398455,0.35557464558659246
Qwen/Qwen2.5-3B,L3_0004,50,3,0.62472,0.5477962015110627,0.5306252317635368,0.5306263688428133,0.5477962015110627,0.07692379848893738,0.09409476823646323,0.09409363115718672,0.09409476823646323,0.07692379848893738
Qwen/Qwen2.5-3B,L3_0005,50,3,1.083415,0.8098589604273358,0.8055800066714798,0.8052076131552992,0.8098589604273358,0.27355603957266417,0.27783499332852024,0.2782073868447008,0.27783499332852024,0.27355603957266417
Qwen/Qwen2.5-3B,L3_0006,50,3,0.93825,0.5574132606847518,0.5574234889397737,0.5574242263287484,0.5574242263287484,0.3808367393152482,0.38082651106022636,0.3808257736712516,0.38082651106022636,0.3808257736712516
Qwen/Qwen2.5-3B,L3_0007,50,3,0.90992,0.03845314249761365,0.03845585126048172,0.03845603270452682,0.03845603270452682,0.8714668575023863,0.8714641487395183,0.8714639672954732,0.8714641487395183,0.8714639672954732
Qwen/Qwen2.5-3B,L3_0008,50,3,1.065623,0.8514758342754383,0.8460293739774801,0.8460327381807456,0.8514758342754383,0.21414716572456172,0.21959362602251986,0.21959026181925434,0.21959362602251986,0.21414716572456172
Qwen/Qwen2.5-3B,L3_0009,50,3,0.825045,0.024108853606803107,0.02411136027449907,0.024111527736784093,0.024111527736784093,0.8009361463931969,0.8009336397255009,0.800933472263216,0.8009336397255009,0.800933472263216
Qwen/Qwen2.5-3B,L3_0010,50,3,0.986213,0.6917367642704023,0.6917618372630023,0.6917633900569142,0.6917633900569142,0.2944762357295977,0.2944511627369977,0.2944496099430858,0.2944511627369977,0.2944496099430858
Qwen/Qwen2.5-3B,L3_0011,50,3,0.989932,0.7412218914901847,0.721367892892658,0.7213697225678136,0.7412218914901847,0.24871010850981534,0.268564107107342,0.2685622774321864,0.268564107107342,0.24871010850981534
Qwen/Qwen2.5-3B,L3_0012,50,3,1.17872,0.4294522956933991,0.42945863605318707,0.4294590589387156,0.4294590589387156,0.749267704306601,0.7492613639468129,0.7492609410612844,0.7492613639468129,0.7492609410612844
Qwen/Qwen2.5-3B,L3_0013,50,3,1.263298,0.6487980158593791,0.648814958264664,0.6488161058366146,0.6488161058366146,0.6144999841406209,0.6144830417353361,0.6144818941633854,0.6144830417353361,0.6144818941633854
Qwen/Qwen2.5-3B,L3_0014,50,3,0.922642,0.7050375990559045,0.705059984246889,0.7050615511054588,0.7050615511054588,0.2176044009440955,0.21758201575311098,0.2175804488945412,0.21758201575311098,0.2175804488945412
Qwen/Qwen2.5-3B,L3_0015,50,3,1.077983,0.6402355952126098,0.6391000778517706,0.6385585957741182,0.6402355952126098,0.43774740478739016,0.4388829221482293,0.4394244042258817,0.4388829221482293,0.43774740478739016
Qwen/Qwen2.5-3B,L3_0016,50,3,0.87923,0.6605666402237983,0.6534908847391929,0.6534924918376231,0.6605666402237983,0.21866335977620166,0.22573911526080703,0.2257375081623768,0.22573911526080703,0.21866335977620166
Qwen/Qwen2.5-3B,L3_0017,50,3,1.063117,0.6055844468883976,0.605192896409938,0.6051938757811044,0.6055844468883976,0.45753255311160246,0.4579241035900621,0.4579231242188957,0.4579241035900621,0.45753255311160246
Qwen/Qwen2.5-3B,L3_0018,50,3,1.040307,0.7646257300788988,0.7646498334248318,0.7646513539137213,0.7646513539137213,0.2756812699211013,0.27565716657516826,0.2756556460862788,0.27565716657516826,0.2756556460862788
Qwen/Qwen2.5-3B,L3_0019,50,3,1.038462,0.6029066186059336,0.6021416849221141,0.6021429904947243,0.6029066186059336,0.43555538139406635,0.43632031507788593,0.4363190095052757,0.43632031507788593,0.43555538139406635
Qwen/Qwen2.5-3B,L3_0020,50,3,0.939078,0.7249202921233759,0.7249422172576822,0.7249435538846591,0.7249435538846591,0.21415770787662403,0.21413578274231782,0.21413444611534083,0.21413578274231782,0.21413444611534083
Qwen/Qwen2.5-3B,L3_0021,50,3,1.234024,0.5992937367445168,0.5988962177262275,0.5988970655557503,0.5992937367445168,0.6347302632554832,0.6351277822737725,0.6351269344442497,0.6351277822737725,0.6347302632554832
Qwen/Qwen2.5-3B,L3_0022,50,3,1.083027,0.7418789917355854,0.7378513854876206,0.7378536469244034,0.7418789917355854,0.3411480082644146,0.3451756145123793,0.3451733530755966,0.3451756145123793,0.3411480082644146
Qwen/Qwen2.5-3B,L3_0023,50,3,0.947259,0.8061259903798232,0.7949539603817875,0.7949560493161212,0.8061259903798232,0.14113300962017672,0.1523050396182125,0.15230295068387878,0.1523050396182125,0.14113300962017672
Qwen/Qwen2.5-3B,L3_0024,50,3,1.217353,0.8724732798523861,0.864815792825188,0.8648189436656359,0.8724732798523861,0.3448797201476138,0.35253720717481196,0.35253405633436397,0.35253720717481196,0.3448797201476138
Qwen/Qwen2.5-3B,L3_0025,50,3,0.807345,0.03845314249761365,0.03845585126048172,0.03845603270452682,0.03845603270452682,0.7688918575023863,0.7688891487395183,0.7688889672954732,0.7688891487395183,0.7688889672954732
Qwen/Qwen2.5-3B,L3_0026,50,3,1.334555,0.7816260300737862,0.7768838249950876,0.7768857853413624,0.7816260300737862,0.5529289699262138,0.5576711750049124,0.5576692146586375,0.5576711750049124,0.5529289699262138
Qwen/Qwen2.5-3B,L3_0027,50,3,1.099952,0.6932516080287356,0.6932663908891421,0.6932673755978318,0.6932673755978318,0.4067003919712644,0.40668560911085794,0.40668462440216824,0.40668560911085794,0.40668462440216824
Qwen/Qwen2.5-3B,L3_0028,50,3,1.099955,0.7419827219290659,0.7221418604138654,0.7221438799391333,0.7419827219290659,0.3579722780709341,0.3778131395861346,0.3778111200608667,0.3778131395861346,0.3579722780709341
Qwen/Qwen2.5-3B,L3_0029,50,3,0.962089,0.6948153617589066,0.6948428933335028,0.6948442361199869,0.6948442361199869,0.2672736382410934,0.2672461066664972,0.26724476388001306,0.2672461066664972,0.26724476388001306
Qwen/Qwen2.5-3B,L3_0030,50,3,0.91264,0.7833035801204509,0.7648611679833895,0.7648630036094184,0.7833035801204509,0.12933641987954914,0.14777883201661046,0.14777699639058162,0.14777883201661046,0.12933641987954914
Qwen/Qwen2.5-3B,L3_0031,50,3,1.205481,0.6180452059021418,0.6169976019783584,0.6169991102795511,0.6180452059021418,0.5874357940978582,0.5884833980216416,0.5884818897204489,0.5884833980216416,0.5874357940978582
Qwen/Qwen2.5-3B,L3_0032,50,3,0.759257,0.029920504344373655,0.029923106563902,0.029923280634887216,0.029923280634887216,0.7293364956556263,0.729333893436098,0.7293337193651127,0.729333893436098,0.7293337193651127
Qwen/Qwen2.5-3B,L3_0033,50,3,1.222506,0.7635579346233429,0.763582938563729,0.7635850204848161,0.7635850204848161,0.4589480653766572,0.45892306143627104,0.45892097951518396,0.45892306143627104,0.45892097951518396
Qwen/Qwen2.5-3B,L3_0034,50,3,1.041618,0.5583458302314682,0.5583569622871718,0.5583575949492239,0.5583575949492239,0.4832721697685317,0.48326103771282813,0.48326040505077605,0.48326103771282813,0.48326040505077605
Qwen/Qwen2.5-3B,L3_0035,50,3,0.794798,0.019667589208854527,0.019670087476109318,0.01967025437567524,0.01967025437567524,0.7751304107911455,0.7751279125238907,0.7751277456243247,0.7751279125238907,0.7751277456243247
Qwen/Qwen2.5-3B,L3_0036,50,3,0.953727,0.7232027749869694,0.7232201877356925,0.7232213894608216,0.7232213894608216,0.2305242250130306,0.23050681226430747,0.2305056105391784,0.23050681226430747,0.2305056105391784
Qwen/Qwen2.5-3B,L3_0037,50,3,0.716094,0.5846899337508463,0.5847028551289197,0.5847045481837584,0.5847045481837584,0.13140406624915368,0.13139114487108028,0.13138945181624162,0.13139114487108028,0.13138945181624162
Qwen/Qwen2.5-3B,L3_0038,50,3,0.925801,0.017685669410862474,0.01768808441030541,0.017688245548064793,0.017688245548064793,0.9081153305891375,0.9081129155896945,0.9081127544519352,0.9081129155896945,0.9081127544519352
Qwen/Qwen2.5-3B,L3_0039,50,3,0.937375,0.7532667704569236,0.7453123512976567,0.7453150255794309,0.7532667704569236,0.18410822954307637,0.19206264870234324,0.1920599744205691,0.19206264870234324,0.18410822954307637
Qwen/Qwen2.5-3B,L3_0040,50,3,0.94904,0.5636289133977946,0.5586649677460743,0.5584014169654159,0.5636289133977946,0.38541108660220535,0.39037503225392567,0.3906385830345841,0.39037503225392567,0.38541108660220535
Qwen/Qwen2.5-3B,L3_0041,50,3,0.959991,0.7720007337376269,0.7613862259880061,0.761388449425873,0.7720007337376269,0.18799026626237314,0.19860477401199395,0.198602550574127,0.19860477401199395,0.18799026626237314
Qwen/Qwen2.5-3B,L3_0042,50,3,1.275535,0.7740233455356941,0.7637123983065659,0.7637145372327384,0.7740233455356941,0.501511654464306,0.5118226016934342,0.5118204627672617,0.5118226016934342,0.501511654464306
Qwen/Qwen2.5-3B,L3_0043,50,3,1.039862,0.4336056780688483,0.43361202259252735,0.4336124457585726,0.4336124457585726,0.6062563219311518,0.6062499774074728,0.6062495542414275,0.6062499774074728,0.6062495542414275
Qwen/Qwen2.5-3B,L3_0044,50,3,0.667804,0.5922603204001213,0.5707781240223389,0.5707791356060219,0.5922603204001213,0.07554367959987862,0.0970258759776611,0.09702486439397806,0.0970258759776611,0.07554367959987862
Qwen/Qwen2.5-3B,L3_0045,50,3,0.953214,0.6918344705583442,0.69185701476678,0.6918585688861117,0.6918585688861117,0.26137952944165577,0.26135698523322004,0.26135543111388826,0.26135698523322004,0.26135543111388826
Qwen/Qwen2.5-3B,L3_0046,50,3,1.16261,0.6448035643212972,0.644822461165197,0.6448235312039016,0.6448235312039016,0.5178064356787028,0.5177875388348029,0.5177864687960984,0.5177875388348029,0.5177864687960984
Qwen/Qwen2.5-3B,L3_0047,50,3,0.801143,0.5925898350658809,0.5926016908395764,0.5926024804294083,0.5926024804294083,0.20855316493411913,0.20854130916042368,0.20854051957059172,0.20854130916042368,0.20854051957059172
Qwen/Qwen2.5-3B,L3_0048,50,3,1.053823,0.27542317651799086,0.2757489219031634,0.27576506101404463,0.27576506101404463,0.7783998234820091,0.7780740780968365,0.7780579389859553,0.7780740780968365,0.7780579389859553
Qwen/Qwen2.5-3B,L3_0049,50,3,0.967782,0.5846899337508463,0.5847028551289197,0.5847045481837584,0.5847045481837584,0.3830920662491537,0.3830791448710803,0.38307745181624164,0.3830791448710803,0.38307745181624164
Qwen/Qwen2.5-3B,L3_0050,50,3,1.08315,0.6505033618138012,0.6444992866076226,0.644501003738409,0.6505033618138012,0.43264663818619886,0.4386507133923775,0.43864899626159104,0.4386507133923775,0.43264663818619886
Qwen/Qwen2.5-3B,L3_0051,50,3,0.729833,0.02674160365444617,0.026744156930739615,0.02674432761600261,0.02674432761600261,0.7030913963455537,0.7030888430692603,0.7030886723839973,0.7030888430692603,0.7030886723839973
Qwen/Qwen2.5-3B,L3_0052,50,3,1.172989,0.8446537465020637,0.8427806632244197,0.8427883834665789,0.8446537465020637,0.32833525349793635,0.33020833677558037,0.33020061653342114,0.33020833677558037,0.32833525349793635
Qwen/Qwen2.5-3B,L3_0053,50,3,1.013948,0.7643504024301477,0.7643737982975438,0.7643753185783453,0.7643753185783453,0.24959759756985234,0.24957420170245626,0.24957268142165479,0.24957420170245626,0.24957268142165479
Qwen/Qwen2.5-3B,L3_0054,50,3,1.016908,0.5656319598515702,0.5656427337771543,0.5656434989734377,0.5656434989734377,0.4512760401484297,0.4512652662228456,0.45126450102656224,0.4512652662228456,0.45126450102656224
Qwen/Qwen2.5-3B,L3_0055,50,3,0.959981,0.7316628725953549,0.7316271230910885,0.7316284113309649,0.7316628725953549,0.22831812740464508,0.2283538769089115,0.22835258866903507,0.2283538769089115,0.22831812740464508
Qwen/Qwen2.5-3B,L3_0056,50,3,1.198944,0.43193801842200474,0.43194438697830956,0.4319448117472449,0.4319448117472449,0.7670059815779953,0.7669996130216905,0.7669991882527551,0.7669996130216905,0.7669991882527551
Qwen/Qwen2.5-3B,L3_0057,50,3,0.970971,0.7829734005398282,0.7830034738151155,0.7830055100029998,0.7830055100029998,0.1879975994601718,0.18796752618488455,0.18796548999700025,0.18796752618488455,0.18796548999700025
Qwen/Qwen2.5-3B,L3_0058,50,3,0.922652,0.8361886142010506,0.8204840334960886,0.8204863715026122,0.8361886142010506,0.08646338579894941,0.10216796650391147,0.10216562849738786,0.10216796650391147,0.08646338579894941
Qwen/Qwen2.5-3B,L3_0059,50,3,0.828602,0.04582162392910814,0.04546212261225735,0.045462318680764356,0.04582162392910814,0.7827803760708918,0.7831398773877426,0.7831396813192356,0.7831398773877426,0.7827803760708918
Qwen/Qwen2.5-3B,L3_0060,50,3,0.99219,0.7627668935356665,0.7627888911528576,0.762790344305005,0.762790344305005,0.2294231064643335,0.22940110884714238,0.22939965569499499,0.22940110884714238,0.22939965569499499
Qwen/Qwen2.5-3B,L3_0061,50,3,0.76391,0.028024959809636218,0.02802751556807378,0.028027686419727055,0.028027686419727055,0.7358850401903637,0.7358824844319262,0.7358823135802729,0.7358824844319262,0.7358823135802729
Qwen/Qwen2.5-3B,L3_0062,50,3,1.150705,0.7511498174908543,0.7439025653025175,0.7434339874206211,0.7511498174908543,0.3995551825091458,0.40680243469748256,0.40727101257937903,0.40680243469748256,0.3995551825091458
Qwen/Qwen2.5-3B,L3_0063,50,3,1.17079,0.6007088023349622,0.6002848303665512,0.6002857884399444,0.6007088023349622,0.5700811976650378,0.5705051696334488,0.5705042115600556,0.5705051696334488,0.5700811976650378
Qwen/Qwen2.5-3B,L3_0064,50,3,1.381099,0.7669781085258172,0.7670018540892981,0.76700322313199,0.76700322313199,0.6141208914741829,0.614097145910702,0.6140957768680101,0.614097145910702,0.6140957768680101
Qwen/Qwen2.5-3B,L3_0065,50,3,1.100281,0.5344733396265178,0.5215638314940605,0.5215650500676103,0.5344733396265178,0.5658076603734823,0.5787171685059396,0.5787159499323897,0.5787171685059396,0.5658076603734823
Qwen/Qwen2.5-3B,L3_0066,50,3,1.195517,0.7587466197683002,0.7587739893710018,0.75877563182598,0.75877563182598,0.4367703802316998,0.4367430106289981,0.43674136817402,0.4367430106289981,0.43674136817402
Qwen/Qwen2.5-3B,L3_0067,50,3,0.994364,0.7930209745646012,0.7745123819582127,0.7744598736401815,0.7930209745646012,0.20134302543539884,0.21985161804178732,0.21990412635981849,0.21985161804178732,0.20134302543539884
Qwen/Qwen2.5-3B,L3_0068,50,3,1.019759,0.5747156218559124,0.5747256523101089,0.574726397875644,0.574726397875644,0.4450433781440877,0.4450333476898912,0.44503260212435614,0.4450333476898912,0.44503260212435614
Qwen/Qwen2.5-3B,L3_0069,50,3,0.758217,0.024108853606803107,0.02411136027449907,0.024111527736784093,0.024111527736784093,0.7341081463931969,0.7341056397255009,0.734105472263216,0.7341056397255009,0.734105472263216
Qwen/Qwen2.5-3B,L3_0070,50,3,0.963056,0.8530774807734798,0.84305840498139,0.8430612209855916,0.8530774807734798,0.10997851922652024,0.11999759501861007,0.11999477901440847,0.11999759501861007,0.10997851922652024
Qwen/Qwen2.5-3B,L3_0071,50,3,1.068546,0.738451499098898,0.7389577134626184,0.7384491201404403,0.7389577134626184,0.33009450090110204,0.3295882865373816,0.3300968798595597,0.3295882865373816,0.3295882865373816
Qwen/Qwen2.5-3B,L3_0072,50,3,0.248448,0.03302627183784999,0.03302883727212604,0.03302900877235762,0.03302900877235762,0.21542172816215002,0.21541916272787395,0.21541899122764238,0.21541916272787395,0.21541899122764238
Qwen/Qwen2.5-3B,L3_0073,50,3,1.312571,0.6870242409643407,0.674310433387877,0.6743131925534351,0.6870242409643407,0.6255467590356593,0.6382605666121229,0.6382578074465648,0.6382605666121229,0.6255467590356593
Qwen/Qwen2.5-3B,L3_0074,50,3,1.138845,0.10647769393883012,0.10648160988817047,0.10648187602177148,0.10648187602177148,1.03236730606117,1.0323633901118296,1.0323631239782287,1.0323633901118296,1.0323631239782287
Qwen/Qwen2.5-3B,L4_0000,60,4,0.93719,0.7586511838488648,0.7459631501182621,0.7459651293959184,0.7586511838488648,0.1785388161511352,0.19122684988173788,0.19122487060408155,0.19122684988173788,0.1785388161511352
Qwen/Qwen2.5-3B,L4_0001,60,4,0.862555,0.05240865661525192,0.052411590836169614,0.05241178795151533,0.05241178795151533,0.810146343384748,0.8101434091638303,0.8101432120484846,0.8101434091638303,0.8101432120484846
Qwen/Qwen2.5-3B,L4_0002,60,4,0.830208,0.0227797168953246,0.02278218061344422,0.02278234510369005,0.02278234510369005,0.8074282831046753,0.8074258193865558,0.8074256548963099,0.8074258193865558,0.8074256548963099
Qwen/Qwen2.5-3B,L4_0003,60,4,0.775273,0.03189997074820839,0.03190257688353642,0.03190275121722177,0.03190275121722177,0.7433730292517916,0.7433704231164636,0.7433702487827782,0.7433704231164636,0.7433702487827782
Qwen/Qwen2.5-3B,L4_0004,60,4,0.981557,0.7054504316639065,0.7045642542592548,0.7045659272595068,0.7054504316639065,0.2761065683360935,0.27699274574074517,0.27699107274049317,0.27699274574074517,0.2761065683360935
Qwen/Qwen2.5-3B,L4_0005,60,4,0.984079,0.7655926005179502,0.7529130905365166,0.752914708390039,0.7655926005179502,0.21848639948204984,0.23116590946348348,0.231164291609961,0.23116590946348348,0.21848639948204984
Qwen/Qwen2.5-3B,L4_0006,60,4,0.971967,0.5748138642585034,0.5743496832532752,0.5743503975505938,0.5748138642585034,0.3971531357414966,0.39761731674672485,0.3976166024494062,0.39761731674672485,0.3971531357414966
Qwen/Qwen2.5-3B,L4_0007,60,4,1.018961,0.8063801701860241,0.8058759714122804,0.8058778572511496,0.8063801701860241,0.21258082981397586,0.2130850285877196,0.21308314274885043,0.2130850285877196,0.21258082981397586
Qwen/Qwen2.5-3B,L4_0008,60,4,0.858383,0.6912961759548333,0.6788665694611609,0.6788681933347358,0.6912961759548333,0.16708682404516673,0.17951643053883914,0.1795148066652642,0.17951643053883914,0.16708682404516673
Qwen/Qwen2.5-3B,L4_0009,60,4,1.039271,0.6982793348607337,0.6982949466524133,0.6982959885087717,0.6982959885087717,0.3409916651392664,0.34097605334758674,0.34097501149122833,0.34097605334758674,0.34097501149122833
Qwen/Qwen2.5-3B,L4_0010,60,4,0.226857,0.048840316529699744,0.048843093774315005,0.04884327993853693,0.04884327993853693,0.17801668347030025,0.178013906225685,0.17801372006146307,0.178013906225685,0.17801372006146307
Qwen/Qwen2.5-3B,L4_0011,60,4,1.013116,0.5985142284962572,0.5934838055173518,0.5931909595692921,0.5985142284962572,0.41460177150374267,0.4196321944826481,0.4199250404307078,0.4196321944826481,0.41460177150374267
Qwen/Qwen2.5-3B,L4_0012,60,4,1.078928,0.4352487480828973,0.43525523771293756,0.43525567089648726,0.43525567089648726,0.6436792519171028,0.6436727622870626,0.6436723291035129,0.6436727622870626,0.6436723291035129
Qwen/Qwen2.5-3B,L4_0013,60,4,0.751713,0.03735423664485051,0.03700263812276547,0.03700282595512507,0.03735423664485051,0.7143587633551495,0.7147103618772345,0.7147101740448749,0.7147103618772345,0.7143587633551495
Qwen/Qwen2.5-3B,L4_0014,60,4,1.298827,0.6963862146856867,0.6958907472128983,0.6958917875577267,0.6963862146856867,0.6024407853143132,0.6029362527871016,0.6029352124422732,0.6029362527871016,0.6024407853143132
Qwen/Qwen2.5-3B,L4_0015,60,4,1.016139,0.8577572857956802,0.8574490457000956,0.8574530256377456,0.8577572857956802,0.15838171420431968,0.1586899542999043,0.1586859743622543,0.1586899542999043,0.15838171420431968
Qwen/Qwen2.5-3B,L4_0016,60,4,1.070542,0.9271474262626128,0.9126444371973418,0.9126563053299662,0.9271474262626128,0.1433945737373873,0.15789756280265832,0.15788569467003388,0.15789756280265832,0.1433945737373873
Qwen/Qwen2.5-3B,L4_0017,60,4,1.029849,0.725317809919166,0.7253374988103464,0.725338710409043,0.725338710409043,0.30453119008083407,0.30451150118965364,0.30451028959095705,0.30451150118965364,0.30451028959095705
Qwen/Qwen2.5-3B,L4_0018,60,4,1.030203,0.7637105181282448,0.751355480422186,0.7513570179080276,0.7637105181282448,0.2664924818717552,0.27884751957781395,0.2788459820919724,0.27884751957781395,0.2664924818717552
Qwen/Qwen2.5-3B,L4_0019,60,4,1.084472,0.4419672948790378,0.44197401240473033,0.441974461362193,0.441974461362193,0.6425047051209622,0.6424979875952698,0.6424975386378071,0.6424979875952698,0.6424975386378071
Qwen/Qwen2.5-3B,L4_0020,60,4,0.949134,0.6742577310775624,0.6683914703622507,0.668396039081274,0.6742577310775624,0.27487626892243766,0.28074252963774937,0.28073796091872605,0.28074252963774937,0.27487626892243766
Qwen/Qwen2.5-3B,L4_0021,60,4,1.305908,0.7001946462584047,0.6969054691221932,0.6968286640555951,0.7001946462584047,0.6057133537415954,0.6090025308778069,0.609079335944405,0.6090025308778069,0.6057133537415954
