sequence_id,complexity_level,n_states,program_bits,model,context_len,predict_len,h_model_bits_per_sym,h_gzip_bits_per_sym,h_gzip_is_negative,el_gzip,mean_invalid_mass,mean_valid_binary_mass
L4_0013,4,6,60,Qwen/Qwen2.5-3B,100,100,0.751713,0.08,False,0.671713,0.347196,0.652804
L4_0014,4,6,60,Qwen/Qwen2.5-3B,100,100,1.298827,0.08,False,1.218827,0.344309,0.655691
L4_0015,4,6,60,Qwen/Qwen2.5-3B,100,100,1.016139,0.0,False,1.016139,0.340453,0.659547
L4_0016,4,6,60,Qwen/Qwen2.5-3B,100,100,1.070542,0.08,False,0.990542,0.339109,0.660891
L4_0017,4,6,60,Qwen/Qwen2.5-3B,100,100,1.029849,0.0,False,1.029849,0.339974,0.660026
L4_0018,4,6,60,Qwen/Qwen2.5-3B,100,100,1.030203,0.08,False,0.950203,0.339974,0.660026
L4_0019,4,6,60,Qwen/Qwen2.5-3B,100,100,1.084472,0.0,False,1.084472,0.345166,0.654834
L4_0020,4,6,60,Qwen/Qwen2.5-3B,100,100,0.949134,0.0,False,0.949134,0.341332,0.658668
L4_0021,4,6,60,Qwen/Qwen2.5-3B,100,100,1.305908,0.0,False,1.305908,0.339413,0.660587
L4_0022,4,6,60,Qwen/Qwen2.5-3B,100,100,1.113858,0.0,False,1.113858,0.344022,0.655978
L4_0023,4,6,60,Qwen/Qwen2.5-3B,100,100,1.159761,0.0,False,1.159761,0.341271,0.658729
L4_0024,4,6,60,Qwen/Qwen2.5-3B,100,100,1.32489,0.0,False,1.32489,0.342314,0.657686
L4_0025,4,6,60,Qwen/Qwen2.5-3B,100,100,0.996479,0.0,False,0.996479,0.338496,0.661504
L4_0026,4,6,60,Qwen/Qwen2.5-3B,100,100,1.031594,0.08,False,0.951594,0.340322,0.659678
L4_0027,4,6,60,Qwen/Qwen2.5-3B,100,100,0.296683,0.0,False,0.296683,0.346732,0.653268
L4_0028,4,6,60,Qwen/Qwen2.5-3B,100,100,1.254045,0.08,False,1.174045,0.340828,0.659172
L4_0029,4,6,60,Qwen/Qwen2.5-3B,100,100,1.005187,0.0,False,1.005187,0.340112,0.659888
L4_0030,4,6,60,Qwen/Qwen2.5-3B,100,100,1.30796,0.0,False,1.30796,0.342922,0.657078
L4_0031,4,6,60,Qwen/Qwen2.5-3B,100,100,1.057143,0.0,False,1.057143,0.343589,0.656411
L4_0032,4,6,60,Qwen/Qwen2.5-3B,100,100,1.075572,0.08,False,0.995572,0.340824,0.659176
L4_0033,4,6,60,Qwen/Qwen2.5-3B,100,100,1.064675,0.4,False,0.664675,0.340307,0.659693
L4_0034,4,6,60,Qwen/Qwen2.5-3B,100,100,0.227047,0.0,False,0.227047,0.350301,0.649699
L4_0035,4,6,60,Qwen/Qwen2.5-3B,100,100,0.949514,0.08,False,0.869514,0.340711,0.659289
L4_0036,4,6,60,Qwen/Qwen2.5-3B,100,100,1.029007,0.08,False,0.949007,0.344239,0.655761
L4_0037,4,6,60,Qwen/Qwen2.5-3B,100,100,1.012721,0.08,False,0.932721,0.342715,0.657285
L4_0038,4,6,60,Qwen/Qwen2.5-3B,100,100,1.001873,0.08,False,0.921873,0.339297,0.660703
L4_0039,4,6,60,Qwen/Qwen2.5-3B,100,100,1.005104,0.08,False,0.925104,0.339023,0.660977
L4_0040,4,6,60,Qwen/Qwen2.5-3B,100,100,1.11617,0.0,False,1.11617,0.34096,0.65904
L4_0041,4,6,60,Qwen/Qwen2.5-3B,100,100,1.034605,0.08,False,0.954605,0.342033,0.657967
L4_0042,4,6,60,Qwen/Qwen2.5-3B,100,100,0.754305,0.0,False,0.754305,0.34959,0.65041
L4_0043,4,6,60,Qwen/Qwen2.5-3B,100,100,1.19392,0.0,False,1.19392,0.340108,0.659892
L4_0044,4,6,60,Qwen/Qwen2.5-3B,100,100,0.885868,0.0,False,0.885868,0.342203,0.657797
L4_0045,4,6,60,Qwen/Qwen2.5-3B,100,100,0.886875,0.08,False,0.806875,0.342239,0.657761
L4_0046,4,6,60,Qwen/Qwen2.5-3B,100,100,0.87699,0.08,False,0.79699,0.350224,0.649776
L4_0047,4,6,60,Qwen/Qwen2.5-3B,100,100,1.099082,0.0,False,1.099082,0.34339,0.65661
L4_0048,4,6,60,Qwen/Qwen2.5-3B,100,100,1.009908,0.0,False,1.009908,0.340412,0.659588
L4_0049,4,6,60,Qwen/Qwen2.5-3B,100,100,1.05355,0.0,False,1.05355,0.342058,0.657942
L4_0050,4,6,60,Qwen/Qwen2.5-3B,100,100,0.857985,0.0,False,0.857985,0.346762,0.653238
L4_0051,4,6,60,Qwen/Qwen2.5-3B,100,100,1.059477,0.0,False,1.059477,0.339398,0.660602
L4_0052,4,6,60,Qwen/Qwen2.5-3B,100,100,1.205644,0.08,False,1.125644,0.340962,0.659038
L4_0053,4,6,60,Qwen/Qwen2.5-3B,100,100,1.270804,0.0,False,1.270804,0.340428,0.659572
L4_0054,4,6,60,Qwen/Qwen2.5-3B,100,100,0.23576,0.0,False,0.23576,0.348814,0.651186
L4_0055,4,6,60,Qwen/Qwen2.5-3B,100,100,1.041547,0.0,False,1.041547,0.342059,0.657941
L4_0056,4,6,60,Qwen/Qwen2.5-3B,100,100,1.088959,0.0,False,1.088959,0.34264,0.65736
L4_0057,4,6,60,Qwen/Qwen2.5-3B,100,100,1.167655,0.0,False,1.167655,0.34061,0.65939
L4_0058,4,6,60,Qwen/Qwen2.5-3B,100,100,0.966437,0.08,False,0.886437,0.340885,0.659115
L4_0059,4,6,60,Qwen/Qwen2.5-3B,100,100,1.116882,0.0,False,1.116882,0.339571,0.660429
L4_0060,4,6,60,Qwen/Qwen2.5-3B,100,100,1.173459,0.08,False,1.093459,0.339293,0.660707
L4_0061,4,6,60,Qwen/Qwen2.5-3B,100,100,0.241777,0.0,False,0.241777,0.347676,0.652324
L4_0062,4,6,60,Qwen/Qwen2.5-3B,100,100,0.834249,0.0,False,0.834249,0.340936,0.659064
L4_0063,4,6,60,Qwen/Qwen2.5-3B,100,100,0.824445,0.0,False,0.824445,0.348383,0.651617
L4_0064,4,6,60,Qwen/Qwen2.5-3B,100,100,0.973485,0.08,False,0.893485,0.339495,0.660505
L4_0065,4,6,60,Qwen/Qwen2.5-3B,100,100,0.33572,0.0,False,0.33572,0.345685,0.654315
L4_0066,4,6,60,Qwen/Qwen2.5-3B,100,100,0.799406,0.0,False,0.799406,0.34963,0.65037
L4_0067,4,6,60,Qwen/Qwen2.5-3B,100,100,0.791698,0.0,False,0.791698,0.350393,0.649607
L4_0068,4,6,60,Qwen/Qwen2.5-3B,100,100,1.057666,0.08,False,0.977666,0.343517,0.656483
L4_0069,4,6,60,Qwen/Qwen2.5-3B,100,100,0.295006,0.0,False,0.295006,0.346094,0.653906
L4_0070,4,6,60,Qwen/Qwen2.5-3B,100,100,1.138559,0.0,False,1.138559,0.341779,0.658221
L4_0071,4,6,60,Qwen/Qwen2.5-3B,100,100,1.190858,0.08,False,1.110858,0.341036,0.658964
L4_0072,4,6,60,Qwen/Qwen2.5-3B,100,100,1.057443,0.0,False,1.057443,0.343275,0.656725
L4_0073,4,6,60,Qwen/Qwen2.5-3B,100,100,1.276262,0.0,False,1.276262,0.343809,0.656191
L4_0074,4,6,60,Qwen/Qwen2.5-3B,100,100,0.281779,0.0,False,0.281779,0.345129,0.654871
L1_0000,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.644655,0.0,False,0.644655,0.413196,0.586804
L1_0001,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.413851,0.0,False,0.413851,0.442952,0.557048
L1_0002,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.121192,0.0,False,1.121192,0.348124,0.651876
L1_0003,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.788402,0.0,False,0.788402,0.523064,0.476936
L1_0004,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.97992,0.0,False,0.97992,0.344617,0.655383
L1_0005,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.09037,0.0,False,1.09037,0.341572,0.658428
L1_0006,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.402184,0.0,False,1.402184,0.344552,0.655448
L1_0007,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.89023,0.08,False,0.81023,0.361251,0.638749
L1_0008,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.030831,0.0,False,1.030831,0.345181,0.654819
L1_0009,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.396822,0.0,False,1.396822,0.344163,0.655837
L1_0010,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.992119,0.0,False,0.992119,0.345348,0.654652
L1_0011,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.105045,0.0,False,1.105045,0.344907,0.655093
L1_0012,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.085166,0.0,False,1.085166,0.380462,0.619538
L1_0013,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.133805,0.0,False,1.133805,0.454828,0.545172
L1_0014,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.099439,0.0,False,1.099439,0.346342,0.653658
L1_0015,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.003933,0.0,False,1.003933,0.425107,0.574893
L1_0016,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.405525,0.0,False,1.405525,0.343079,0.656921
L1_0017,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.342344,0.0,False,1.342344,0.347446,0.652554
L1_0018,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.003318,0.0,False,1.003318,0.401944,0.598056
L1_0019,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.918332,0.0,False,0.918332,0.417807,0.582193
L1_0020,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.56092,0.0,False,0.56092,0.3746,0.6254
L1_0021,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.177967,0.0,False,1.177967,0.43702,0.56298
L1_0022,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.944478,0.0,False,0.944478,0.404323,0.595677
L1_0023,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.130867,0.0,False,1.130867,0.351401,0.648599
L1_0024,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.079118,0.0,False,1.079118,0.344531,0.655469
L1_0025,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.052172,0.0,False,1.052172,0.352533,0.647467
L1_0026,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.959943,0.0,False,0.959943,0.402143,0.597857
L1_0027,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.007574,0.0,False,1.007574,0.341984,0.658016
L1_0028,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.176579,0.0,False,1.176579,0.380923,0.619077
L1_0029,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.431044,0.0,False,1.431044,0.344977,0.655023
L1_0030,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.273209,0.08,False,1.193209,0.346027,0.653973
L1_0031,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.113137,0.0,False,1.113137,0.346101,0.653899
L1_0032,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.014574,0.0,False,1.014574,0.34203,0.65797
L1_0033,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.51218,0.0,False,0.51218,0.385321,0.614679
L1_0034,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.047915,0.0,False,1.047915,0.358304,0.641696
L1_0035,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.144946,0.08,False,1.064946,0.373333,0.626667
L1_0036,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.038864,0.0,False,1.038864,0.359982,0.640018
L1_0037,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.027516,0.0,False,1.027516,0.343228,0.656772
L1_0038,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.973523,0.0,False,0.973523,0.35404,0.64596
L1_0039,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.260637,0.0,False,1.260637,0.358689,0.641311
L1_0040,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.236102,0.0,False,1.236102,0.344134,0.655866
L1_0041,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.1072,0.0,False,1.1072,0.347248,0.652752
L1_0042,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.63548,0.0,False,0.63548,0.378594,0.621406
L1_0043,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.106606,0.0,False,1.106606,0.349471,0.650529
L1_0044,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.992244,0.08,False,0.912244,0.344993,0.655007
L1_0045,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.24919,0.0,False,1.24919,0.362923,0.637077
L1_0046,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.600578,0.0,False,0.600578,0.364467,0.635533
L1_0047,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.964296,0.0,False,0.964296,0.352234,0.647766
L1_0048,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.029251,0.0,False,1.029251,0.349499,0.650501
L1_0049,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.098953,0.0,False,1.098953,0.350203,0.649797
L1_0050,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.16258,0.08,False,1.08258,0.358344,0.641656
L1_0051,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.02817,0.08,False,0.94817,0.343369,0.656631
L1_0052,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.9572,0.0,False,0.9572,0.348349,0.651651
L1_0053,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.421515,0.0,False,1.421515,0.343962,0.656038
L1_0054,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.318647,0.0,False,1.318647,0.343638,0.656362
L1_0055,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.290055,0.0,False,1.290055,0.345232,0.654768
L1_0056,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.906441,0.0,False,0.906441,0.352641,0.647359
L1_0057,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.358199,0.4,False,0.958199,0.360346,0.639654
L1_0058,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.140414,0.0,False,1.140414,0.351152,0.648848
L1_0059,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.102403,0.0,False,1.102403,0.342411,0.657589
L1_0060,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.124868,0.0,False,1.124868,0.349004,0.650996
L1_0061,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.124868,0.0,False,1.124868,0.375636,0.624364
L1_0062,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.289751,0.0,False,1.289751,0.342882,0.657118
L1_0063,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.172945,0.08,False,1.092945,0.343379,0.656621
L1_0064,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.297041,0.0,False,1.297041,0.368368,0.631632
L1_0065,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.909117,0.0,False,0.909117,0.413404,0.586596
L1_0066,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.013762,0.0,False,1.013762,0.344966,0.655034
L1_0067,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.597246,0.0,False,0.597246,0.380507,0.619493
L1_0068,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.129724,0.96,False,0.169724,0.367984,0.632016
L1_0069,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.512724,0.0,False,0.512724,0.359474,0.640526
L1_0070,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.218573,0.08,False,1.138573,0.35482,0.64518
L1_0071,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.002039,0.08,False,0.922039,0.347649,0.652351
L1_0072,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.112355,0.0,False,1.112355,0.348699,0.651301
L1_0073,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.092035,0.0,False,1.092035,0.344834,0.655166
L1_0074,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.139709,0.0,False,1.139709,0.349903,0.650097
L2_0000,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.826457,0.08,False,0.746457,0.356107,0.643893
L2_0001,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.67203,0.0,False,1.67203,0.35992,0.64008
L2_0002,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.070712,0.0,False,1.070712,0.34364,0.65636
L2_0003,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.947571,0.0,False,0.947571,0.346674,0.653326
L2_0004,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.216381,0.08,False,1.136381,0.353385,0.646615
L2_0005,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.008894,0.0,False,1.008894,0.422925,0.577075
L2_0006,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.001824,0.0,False,1.001824,0.338114,0.661886
L2_0007,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.359437,0.08,False,1.279437,0.346554,0.653446
L2_0008,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.210932,0.0,False,1.210932,0.368124,0.631876
L2_0009,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.175956,0.0,False,1.175956,0.347138,0.652862
L2_0010,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.427197,0.0,False,1.427197,0.350956,0.649044
L2_0011,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.440607,0.0,False,1.440607,0.34789,0.65211
L2_0012,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.920715,0.08,False,0.840715,0.354137,0.645863
L2_0013,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.078758,0.0,False,1.078758,0.345892,0.654108
L2_0014,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.99289,0.0,False,0.99289,0.395326,0.604674
L2_0015,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.092774,0.08,False,1.012774,0.349059,0.650941
L2_0016,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.002247,0.0,False,1.002247,0.349528,0.650472
L2_0017,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.091959,0.0,False,1.091959,0.343937,0.656063
L2_0018,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.117027,0.0,False,1.117027,0.353739,0.646261
L2_0019,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.969163,0.0,False,0.969163,0.392424,0.607576
L2_0020,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.14408,0.0,False,1.14408,0.392747,0.607253
L2_0021,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.954661,0.0,False,0.954661,0.347855,0.652145
L2_0022,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.426239,0.0,False,1.426239,0.341728,0.658272
L2_0023,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.102277,0.0,False,1.102277,0.350056,0.649944
L2_0024,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.999998,0.08,False,0.919998,0.384814,0.615186
L2_0025,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.334116,0.08,False,1.254116,0.355692,0.644308
L2_0026,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.336271,0.08,False,1.256271,0.353693,0.646307
L2_0027,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.405846,0.0,False,1.405846,0.345686,0.654314
L2_0028,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.105571,0.0,False,1.105571,0.340061,0.659939
L2_0029,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.99501,0.0,False,0.99501,0.348354,0.651646
L2_0030,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.94358,0.4,False,0.54358,0.345722,0.654278
L2_0031,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.024866,0.0,False,1.024866,0.346247,0.653753
L2_0032,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.257331,0.08,False,1.177331,0.360257,0.639743
L2_0033,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.128912,0.0,False,1.128912,0.349777,0.650223
L2_0034,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.066723,0.0,False,1.066723,0.354735,0.645265
L2_0035,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.260447,0.0,False,1.260447,0.342049,0.657951
L2_0036,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.1464,0.0,False,1.1464,0.390341,0.609659
L2_0037,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.158044,0.0,False,1.158044,0.345475,0.654525
L2_0038,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.230807,0.08,False,1.150807,0.360557,0.639443
L2_0039,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.0966,0.0,False,1.0966,0.34404,0.65596
L2_0040,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.160157,0.08,False,1.080157,0.352464,0.647536
L2_0041,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.017282,0.0,False,1.017282,0.355552,0.644448
L2_0042,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.162621,1.04,False,0.122621,0.344438,0.655562
L2_0043,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.537047,0.0,False,0.537047,0.37337,0.62663
L2_0044,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.141438,0.0,False,1.141438,0.365374,0.634626
L2_0045,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.345735,0.0,False,1.345735,0.343648,0.656352
L2_0046,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.08613,0.0,False,1.08613,0.343421,0.656579
L2_0047,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.202468,0.08,False,1.122468,0.348835,0.651165
L2_0048,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.271763,0.08,False,1.191763,0.347179,0.652821
L2_0049,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.256859,0.0,False,1.256859,0.343598,0.656402
L2_0050,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.856497,0.08,False,0.776497,0.356915,0.643085
L2_0051,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.268866,0.08,False,1.188866,0.346721,0.653279
L2_0052,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.095653,0.0,False,1.095653,0.343499,0.656501
L2_0053,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.050955,0.08,False,0.970955,0.353161,0.646839
L2_0054,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.604,0.0,False,0.604,0.357145,0.642855
L2_0055,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.532783,0.0,False,0.532783,0.365104,0.634896
L2_0056,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.049665,0.0,False,1.049665,0.387782,0.612218
L2_0057,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.175889,0.0,False,1.175889,0.441941,0.558059
L2_0058,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.077712,0.08,False,0.997712,0.349633,0.650367
L2_0059,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.429355,0.0,False,1.429355,0.352172,0.647828
L2_0060,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.144352,0.08,False,1.064352,0.359073,0.640927
L2_0061,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.023889,0.0,False,1.023889,0.346503,0.653497
L2_0062,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.290782,0.0,False,1.290782,0.347589,0.652411
L2_0063,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.06264,0.08,False,0.98264,0.344843,0.655157
L2_0064,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.007249,0.0,False,1.007249,0.348783,0.651217
L2_0065,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.267719,0.08,False,1.187719,0.346816,0.653184
L2_0066,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.418986,0.08,False,1.338986,0.348402,0.651598
L2_0067,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.983221,0.08,False,0.903221,0.352421,0.647579
L2_0068,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.817343,0.08,False,0.737343,0.362079,0.637921
L2_0069,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.152126,0.64,False,0.512126,0.364928,0.635072
L2_0070,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.228585,0.08,False,1.148585,0.345831,0.654169
L2_0071,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.096731,0.0,False,1.096731,0.354228,0.645772
L2_0072,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.826408,0.08,False,0.746408,0.354429,0.645571
L2_0073,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.317053,0.0,False,1.317053,0.352108,0.647892
L2_0074,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.038346,0.0,False,1.038346,0.34652,0.65348
L3_0000,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.140088,0.0,False,1.140088,0.351187,0.648813
L3_0001,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.157379,0.08,False,1.077379,0.374097,0.625903
L3_0002,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.18365,0.0,False,1.18365,0.395343,0.604657
L3_0003,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.296111,0.0,False,1.296111,0.362711,0.637289
L3_0004,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.92964,0.08,False,0.84964,0.367548,0.632452
L3_0005,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.319231,0.0,False,1.319231,0.34158,0.65842
L3_0006,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.953577,0.0,False,0.953577,0.347942,0.652058
L3_0007,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.12864,0.0,False,1.12864,0.374976,0.625024
L3_0008,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.05878,0.0,False,1.05878,0.347043,0.652957
L3_0009,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.080083,0.0,False,1.080083,0.377218,0.622782
L3_0010,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.969228,0.08,False,0.889228,0.347143,0.652857
L3_0011,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.995627,0.08,False,0.915627,0.34931,0.65069
L3_0012,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.306365,0.0,False,1.306365,0.343033,0.656967
L3_0013,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.040523,0.0,False,1.040523,0.344606,0.655394
L3_0014,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.960882,0.0,False,0.960882,0.357819,0.642181
L3_0015,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.07867,0.0,False,1.07867,0.351684,0.648316
L3_0016,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.993442,0.0,False,0.993442,0.354405,0.645595
L3_0017,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.13671,0.08,False,1.05671,0.348955,0.651045
L3_0018,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.097281,0.0,False,1.097281,0.346531,0.653469
L3_0019,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.406355,0.08,False,1.326355,0.358871,0.641129
L3_0020,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.116134,0.0,False,1.116134,0.344606,0.655394
