sequence_id,complexity_level,n_states,program_bits,model,context_len,predict_len,h_model_bits_per_sym,h_gzip_bits_per_sym,h_gzip_is_negative,el_gzip,mean_invalid_mass,mean_valid_binary_mass
L4_0005,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.143517,0.08,False,1.063517,0.343458,0.656542
L4_0006,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.941465,0.0,False,0.941465,0.340572,0.659428
L4_0007,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.982055,0.08,False,0.902055,0.348033,0.651967
L4_0008,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.88475,0.0,False,0.88475,0.356491,0.643509
L4_0009,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.103152,0.0,False,1.103152,0.34539,0.65461
L4_0010,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.527042,0.0,False,0.527042,0.346401,0.653599
L4_0011,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.51647,0.08,False,1.43647,0.372284,0.627716
L4_0012,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.118532,0.0,False,1.118532,0.343551,0.656449
L4_0013,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.022486,0.08,False,0.942486,0.378033,0.621967
L4_0014,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.326013,0.08,False,1.246013,0.353986,0.646014
L4_0015,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.00867,0.0,False,1.00867,0.343164,0.656836
L4_0016,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.295158,0.08,False,1.215158,0.344198,0.655802
L4_0017,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.963667,0.0,False,0.963667,0.346048,0.653952
L4_0018,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.104396,0.08,False,1.024396,0.341162,0.658838
L4_0019,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.139646,0.0,False,1.139646,0.342975,0.657025
L4_0020,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.208497,0.0,False,1.208497,0.348331,0.651669
L4_0021,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.289502,0.0,False,1.289502,0.350838,0.649162
L4_0022,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.421267,0.0,False,1.421267,0.34343,0.65657
L4_0023,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.455242,0.0,False,1.455242,0.359449,0.640551
L4_0024,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.253289,0.0,False,1.253289,0.345475,0.654525
L4_0025,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.050877,0.0,False,1.050877,0.344731,0.655269
L4_0026,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.100904,0.08,False,1.020904,0.345639,0.654361
L4_0027,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.568829,0.0,False,0.568829,0.355987,0.644013
L4_0028,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.191195,0.08,False,1.111195,0.362484,0.637516
L4_0029,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.412265,0.0,False,1.412265,0.360193,0.639807
L4_0030,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.118739,0.0,False,1.118739,0.342725,0.657275
L4_0031,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.435784,0.0,False,1.435784,0.342672,0.657328
L4_0032,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.10546,0.08,False,1.02546,0.345547,0.654453
L4_0033,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.030838,0.4,False,0.630838,0.347853,0.652147
L4_0034,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.587376,0.0,False,0.587376,0.35122,0.64878
L4_0035,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.299268,0.08,False,1.219268,0.35289,0.64711
L4_0036,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.382978,0.08,False,1.302978,0.35664,0.64336
L4_0037,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.164146,0.08,False,1.084146,0.358643,0.641357
L4_0038,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.071194,0.08,False,0.991194,0.342442,0.657558
L4_0039,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.018292,0.08,False,0.938292,0.342699,0.657301
L4_0040,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.17069,0.0,False,1.17069,0.345561,0.654439
L4_0041,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.151535,0.08,False,1.071535,0.352843,0.647157
L4_0042,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.983375,0.0,False,0.983375,0.392698,0.607302
L4_0043,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.02122,0.0,False,1.02122,0.345579,0.654421
L4_0044,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.976716,0.0,False,0.976716,0.375991,0.624009
L4_0045,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.222056,0.08,False,1.142056,0.354434,0.645566
L4_0046,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.011179,0.08,False,0.931179,0.401518,0.598482
L4_0047,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.085423,0.0,False,1.085423,0.344527,0.655473
L4_0048,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.000211,0.0,False,1.000211,0.350632,0.649368
L4_0049,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.013891,0.0,False,1.013891,0.347304,0.652696
L4_0050,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.924618,0.0,False,0.924618,0.404789,0.595211
L4_0051,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.124255,0.0,False,1.124255,0.341046,0.658954
L4_0052,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.306723,0.08,False,1.226723,0.342038,0.657962
L4_0053,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.127029,0.0,False,1.127029,0.345703,0.654297
L4_0054,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.406786,0.0,False,0.406786,0.346681,0.653319
L4_0055,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.246431,0.0,False,1.246431,0.347552,0.652448
L4_0056,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.192644,0.0,False,1.192644,0.349263,0.650737
L4_0057,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.239978,0.0,False,1.239978,0.362587,0.637413
L4_0058,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.183735,0.08,False,1.103735,0.35237,0.64763
L4_0059,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.144919,0.0,False,1.144919,0.345194,0.654806
L4_0060,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.00192,0.08,False,0.92192,0.340858,0.659142
L4_0061,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.475719,0.0,False,0.475719,0.350952,0.649048
L4_0062,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.960695,0.0,False,0.960695,0.352175,0.647825
L4_0063,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.98631,0.0,False,0.98631,0.401056,0.598944
L4_0064,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.03312,0.08,False,0.95312,0.352647,0.647353
L4_0065,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.50875,0.0,False,0.50875,0.355471,0.644529
L4_0066,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.154898,0.0,False,1.154898,0.38086,0.61914
L4_0067,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.987908,0.0,False,0.987908,0.401763,0.598237
L4_0068,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.182356,0.08,False,1.102356,0.384466,0.615534
L4_0069,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.526678,0.0,False,0.526678,0.364538,0.635462
L4_0070,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.197367,0.0,False,1.197367,0.35378,0.64622
L4_0071,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.254943,0.08,False,1.174943,0.355069,0.644931
L4_0072,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.123382,0.0,False,1.123382,0.348471,0.651529
L4_0073,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.117721,0.0,False,1.117721,0.346345,0.653655
L4_0074,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.494466,0.0,False,0.494466,0.355853,0.644147
